subset	class_name	label	filename	class_relative_path	dataset_relative_path
train	agricultural	0	agricultural01.tif	agricultural/agricultural01.tif	UCM_20/train/agricultural/agricultural01.tif
train	agricultural	0	agricultural09.tif	agricultural/agricultural09.tif	UCM_20/train/agricultural/agricultural09.tif
train	agricultural	0	agricultural10.tif	agricultural/agricultural10.tif	UCM_20/train/agricultural/agricultural10.tif
train	agricultural	0	agricultural15.tif	agricultural/agricultural15.tif	UCM_20/train/agricultural/agricultural15.tif
train	agricultural	0	agricultural37.tif	agricultural/agricultural37.tif	UCM_20/train/agricultural/agricultural37.tif
train	agricultural	0	agricultural41.tif	agricultural/agricultural41.tif	UCM_20/train/agricultural/agricultural41.tif
train	agricultural	0	agricultural42.tif	agricultural/agricultural42.tif	UCM_20/train/agricultural/agricultural42.tif
train	agricultural	0	agricultural45.tif	agricultural/agricultural45.tif	UCM_20/train/agricultural/agricultural45.tif
train	agricultural	0	agricultural48.tif	agricultural/agricultural48.tif	UCM_20/train/agricultural/agricultural48.tif
train	agricultural	0	agricultural50.tif	agricultural/agricultural50.tif	UCM_20/train/agricultural/agricultural50.tif
train	agricultural	0	agricultural55.tif	agricultural/agricultural55.tif	UCM_20/train/agricultural/agricultural55.tif
train	agricultural	0	agricultural56.tif	agricultural/agricultural56.tif	UCM_20/train/agricultural/agricultural56.tif
train	agricultural	0	agricultural65.tif	agricultural/agricultural65.tif	UCM_20/train/agricultural/agricultural65.tif
train	agricultural	0	agricultural70.tif	agricultural/agricultural70.tif	UCM_20/train/agricultural/agricultural70.tif
train	agricultural	0	agricultural72.tif	agricultural/agricultural72.tif	UCM_20/train/agricultural/agricultural72.tif
train	agricultural	0	agricultural73.tif	agricultural/agricultural73.tif	UCM_20/train/agricultural/agricultural73.tif
train	agricultural	0	agricultural76.tif	agricultural/agricultural76.tif	UCM_20/train/agricultural/agricultural76.tif
train	agricultural	0	agricultural78.tif	agricultural/agricultural78.tif	UCM_20/train/agricultural/agricultural78.tif
train	agricultural	0	agricultural91.tif	agricultural/agricultural91.tif	UCM_20/train/agricultural/agricultural91.tif
train	agricultural	0	agricultural92.tif	agricultural/agricultural92.tif	UCM_20/train/agricultural/agricultural92.tif
train	airplane	1	airplane01.tif	airplane/airplane01.tif	UCM_20/train/airplane/airplane01.tif
train	airplane	1	airplane09.tif	airplane/airplane09.tif	UCM_20/train/airplane/airplane09.tif
train	airplane	1	airplane10.tif	airplane/airplane10.tif	UCM_20/train/airplane/airplane10.tif
train	airplane	1	airplane15.tif	airplane/airplane15.tif	UCM_20/train/airplane/airplane15.tif
train	airplane	1	airplane37.tif	airplane/airplane37.tif	UCM_20/train/airplane/airplane37.tif
train	airplane	1	airplane41.tif	airplane/airplane41.tif	UCM_20/train/airplane/airplane41.tif
train	airplane	1	airplane42.tif	airplane/airplane42.tif	UCM_20/train/airplane/airplane42.tif
train	airplane	1	airplane45.tif	airplane/airplane45.tif	UCM_20/train/airplane/airplane45.tif
train	airplane	1	airplane48.tif	airplane/airplane48.tif	UCM_20/train/airplane/airplane48.tif
train	airplane	1	airplane50.tif	airplane/airplane50.tif	UCM_20/train/airplane/airplane50.tif
train	airplane	1	airplane55.tif	airplane/airplane55.tif	UCM_20/train/airplane/airplane55.tif
train	airplane	1	airplane56.tif	airplane/airplane56.tif	UCM_20/train/airplane/airplane56.tif
train	airplane	1	airplane65.tif	airplane/airplane65.tif	UCM_20/train/airplane/airplane65.tif
train	airplane	1	airplane70.tif	airplane/airplane70.tif	UCM_20/train/airplane/airplane70.tif
train	airplane	1	airplane72.tif	airplane/airplane72.tif	UCM_20/train/airplane/airplane72.tif
train	airplane	1	airplane73.tif	airplane/airplane73.tif	UCM_20/train/airplane/airplane73.tif
train	airplane	1	airplane76.tif	airplane/airplane76.tif	UCM_20/train/airplane/airplane76.tif
train	airplane	1	airplane78.tif	airplane/airplane78.tif	UCM_20/train/airplane/airplane78.tif
train	airplane	1	airplane91.tif	airplane/airplane91.tif	UCM_20/train/airplane/airplane91.tif
train	airplane	1	airplane92.tif	airplane/airplane92.tif	UCM_20/train/airplane/airplane92.tif
train	baseballdiamond	2	baseballdiamond01.tif	baseballdiamond/baseballdiamond01.tif	UCM_20/train/baseballdiamond/baseballdiamond01.tif
train	baseballdiamond	2	baseballdiamond09.tif	baseballdiamond/baseballdiamond09.tif	UCM_20/train/baseballdiamond/baseballdiamond09.tif
train	baseballdiamond	2	baseballdiamond10.tif	baseballdiamond/baseballdiamond10.tif	UCM_20/train/baseballdiamond/baseballdiamond10.tif
train	baseballdiamond	2	baseballdiamond15.tif	baseballdiamond/baseballdiamond15.tif	UCM_20/train/baseballdiamond/baseballdiamond15.tif
train	baseballdiamond	2	baseballdiamond37.tif	baseballdiamond/baseballdiamond37.tif	UCM_20/train/baseballdiamond/baseballdiamond37.tif
train	baseballdiamond	2	baseballdiamond41.tif	baseballdiamond/baseballdiamond41.tif	UCM_20/train/baseballdiamond/baseballdiamond41.tif
train	baseballdiamond	2	baseballdiamond42.tif	baseballdiamond/baseballdiamond42.tif	UCM_20/train/baseballdiamond/baseballdiamond42.tif
