subset	class_name	label	filename	class_relative_path	dataset_relative_path
train	agricultural	0	agricultural00.tif	agricultural/agricultural00.tif	UCM_80/train/agricultural/agricultural00.tif
train	agricultural	0	agricultural01.tif	agricultural/agricultural01.tif	UCM_80/train/agricultural/agricultural01.tif
train	agricultural	0	agricultural04.tif	agricultural/agricultural04.tif	UCM_80/train/agricultural/agricultural04.tif
train	agricultural	0	agricultural05.tif	agricultural/agricultural05.tif	UCM_80/train/agricultural/agricultural05.tif
train	agricultural	0	agricultural06.tif	agricultural/agricultural06.tif	UCM_80/train/agricultural/agricultural06.tif
train	agricultural	0	agricultural07.tif	agricultural/agricultural07.tif	UCM_80/train/agricultural/agricultural07.tif
train	agricultural	0	agricultural09.tif	agricultural/agricultural09.tif	UCM_80/train/agricultural/agricultural09.tif
train	agricultural	0	agricultural10.tif	agricultural/agricultural10.tif	UCM_80/train/agricultural/agricultural10.tif
train	agricultural	0	agricultural11.tif	agricultural/agricultural11.tif	UCM_80/train/agricultural/agricultural11.tif
train	agricultural	0	agricultural12.tif	agricultural/agricultural12.tif	UCM_80/train/agricultural/agricultural12.tif
train	agricultural	0	agricultural13.tif	agricultural/agricultural13.tif	UCM_80/train/agricultural/agricultural13.tif
train	agricultural	0	agricultural14.tif	agricultural/agricultural14.tif	UCM_80/train/agricultural/agricultural14.tif
train	agricultural	0	agricultural15.tif	agricultural/agricultural15.tif	UCM_80/train/agricultural/agricultural15.tif
train	agricultural	0	agricultural16.tif	agricultural/agricultural16.tif	UCM_80/train/agricultural/agricultural16.tif
train	agricultural	0	agricultural17.tif	agricultural/agricultural17.tif	UCM_80/train/agricultural/agricultural17.tif
train	agricultural	0	agricultural18.tif	agricultural/agricultural18.tif	UCM_80/train/agricultural/agricultural18.tif
train	agricultural	0	agricultural19.tif	agricultural/agricultural19.tif	UCM_80/train/agricultural/agricultural19.tif
train	agricultural	0	agricultural20.tif	agricultural/agricultural20.tif	UCM_80/train/agricultural/agricultural20.tif
train	agricultural	0	agricultural21.tif	agricultural/agricultural21.tif	UCM_80/train/agricultural/agricultural21.tif
train	agricultural	0	agricultural22.tif	agricultural/agricultural22.tif	UCM_80/train/agricultural/agricultural22.tif
train	agricultural	0	agricultural23.tif	agricultural/agricultural23.tif	UCM_80/train/agricultural/agricultural23.tif
train	agricultural	0	agricultural24.tif	agricultural/agricultural24.tif	UCM_80/train/agricultural/agricultural24.tif
train	agricultural	0	agricultural25.tif	agricultural/agricultural25.tif	UCM_80/train/agricultural/agricultural25.tif
train	agricultural	0	agricultural26.tif	agricultural/agricultural26.tif	UCM_80/train/agricultural/agricultural26.tif
train	agricultural	0	agricultural27.tif	agricultural/agricultural27.tif	UCM_80/train/agricultural/agricultural27.tif
train	agricultural	0	agricultural29.tif	agricultural/agricultural29.tif	UCM_80/train/agricultural/agricultural29.tif
train	agricultural	0	agricultural30.tif	agricultural/agricultural30.tif	UCM_80/train/agricultural/agricultural30.tif
train	agricultural	0	agricultural31.tif	agricultural/agricultural31.tif	UCM_80/train/agricultural/agricultural31.tif
train	agricultural	0	agricultural32.tif	agricultural/agricultural32.tif	UCM_80/train/agricultural/agricultural32.tif
train	agricultural	0	agricultural33.tif	agricultural/agricultural33.tif	UCM_80/train/agricultural/agricultural33.tif
train	agricultural	0	agricultural35.tif	agricultural/agricultural35.tif	UCM_80/train/agricultural/agricultural35.tif
train	agricultural	0	agricultural36.tif	agricultural/agricultural36.tif	UCM_80/train/agricultural/agricultural36.tif
train	agricultural	0	agricultural37.tif	agricultural/agricultural37.tif	UCM_80/train/agricultural/agricultural37.tif
train	agricultural	0	agricultural38.tif	agricultural/agricultural38.tif	UCM_80/train/agricultural/agricultural38.tif
train	agricultural	0	agricultural42.tif	agricultural/agricultural42.tif	UCM_80/train/agricultural/agricultural42.tif
train	agricultural	0	agricultural43.tif	agricultural/agricultural43.tif	UCM_80/train/agricultural/agricultural43.tif
train	agricultural	0	agricultural45.tif	agricultural/agricultural45.tif	UCM_80/train/agricultural/agricultural45.tif
train	agricultural	0	agricultural46.tif	agricultural/agricultural46.tif	UCM_80/train/agricultural/agricultural46.tif
train	agricultural	0	agricultural48.tif	agricultural/agricultural48.tif	UCM_80/train/agricultural/agricultural48.tif
train	agricultural	0	agricultural49.tif	agricultural/agricultural49.tif	UCM_80/train/agricultural/agricultural49.tif
train	agricultural	0	agricultural50.tif	agricultural/agricultural50.tif	UCM_80/train/agricultural/agricultural50.tif
train	agricultural	0	agricultural51.tif	agricultural/agricultural51.tif	UCM_80/train/agricultural/agricultural51.tif
train	agricultural	0	agricultural52.tif	agricultural/agricultural52.tif	UCM_80/train/agricultural/agricultural52.tif
train	agricultural	0	agricultural53.tif	agricultural/agricultural53.tif	UCM_80/train/agricultural/agricultural53.tif
train	agricultural	0	agricultural54.tif	agricultural/agricultural54.tif	UCM_80/train/agricultural/agricultural54.tif
train	agricultural	0	agricultural55.tif	agricultural/agricultural55.tif	UCM_80/train/agricultural/agricultural55.tif
train	agricultural	0	agricultural56.tif	agricultural/agricultural56.tif	UCM_80/train/agricultural/agricultural56.tif
train	agricultural	0	agricultural57.tif	agricultural/agricultural57.tif	UCM_80/train/agricultural/agricultural57.tif
train	agricultural	0	agricultural58.tif	agricultural/agricultural58.tif	UCM_80/train/agricultural/agricultural58.tif
train	agricultural	0	agricultural60.tif	agricultural/agricultural60.tif	UCM_80/train/agricultural/agricultural60.tif
