subset	class_name	label	filename	class_relative_path	dataset_relative_path
train	Airport	0	airport_108.tif	Airport/airport_108.tif	AID_20/train/Airport/airport_108.tif
train	Airport	0	airport_116.tif	Airport/airport_116.tif	AID_20/train/Airport/airport_116.tif
train	Airport	0	airport_121.tif	Airport/airport_121.tif	AID_20/train/Airport/airport_121.tif
train	Airport	0	airport_122.tif	Airport/airport_122.tif	AID_20/train/Airport/airport_122.tif
train	Airport	0	airport_13.tif	Airport/airport_13.tif	AID_20/train/Airport/airport_13.tif
train	Airport	0	airport_132.tif	Airport/airport_132.tif	AID_20/train/Airport/airport_132.tif
train	Airport	0	airport_133.tif	Airport/airport_133.tif	AID_20/train/Airport/airport_133.tif
train	Airport	0	airport_140.tif	Airport/airport_140.tif	AID_20/train/Airport/airport_140.tif
train	Airport	0	airport_147.tif	Airport/airport_147.tif	AID_20/train/Airport/airport_147.tif
train	Airport	0	airport_158.tif	Airport/airport_158.tif	AID_20/train/Airport/airport_158.tif
train	Airport	0	airport_159.tif	Airport/airport_159.tif	AID_20/train/Airport/airport_159.tif
train	Airport	0	airport_164.tif	Airport/airport_164.tif	AID_20/train/Airport/airport_164.tif
train	Airport	0	airport_166.tif	Airport/airport_166.tif	AID_20/train/Airport/airport_166.tif
train	Airport	0	airport_169.tif	Airport/airport_169.tif	AID_20/train/Airport/airport_169.tif
train	Airport	0	airport_171.tif	Airport/airport_171.tif	AID_20/train/Airport/airport_171.tif
train	Airport	0	airport_176.tif	Airport/airport_176.tif	AID_20/train/Airport/airport_176.tif
train	Airport	0	airport_179.tif	Airport/airport_179.tif	AID_20/train/Airport/airport_179.tif
train	Airport	0	airport_18.tif	Airport/airport_18.tif	AID_20/train/Airport/airport_18.tif
train	Airport	0	airport_180.tif	Airport/airport_180.tif	AID_20/train/Airport/airport_180.tif
train	Airport	0	airport_181.tif	Airport/airport_181.tif	AID_20/train/Airport/airport_181.tif
train	Airport	0	airport_184.tif	Airport/airport_184.tif	AID_20/train/Airport/airport_184.tif
train	Airport	0	airport_186.tif	Airport/airport_186.tif	AID_20/train/Airport/airport_186.tif
train	Airport	0	airport_189.tif	Airport/airport_189.tif	AID_20/train/Airport/airport_189.tif
train	Airport	0	airport_19.tif	Airport/airport_19.tif	AID_20/train/Airport/airport_19.tif
train	Airport	0	airport_192.tif	Airport/airport_192.tif	AID_20/train/Airport/airport_192.tif
train	Airport	0	airport_194.tif	Airport/airport_194.tif	AID_20/train/Airport/airport_194.tif
train	Airport	0	airport_198.tif	Airport/airport_198.tif	AID_20/train/Airport/airport_198.tif
train	Airport	0	airport_207.tif	Airport/airport_207.tif	AID_20/train/Airport/airport_207.tif
train	Airport	0	airport_238.tif	Airport/airport_238.tif	AID_20/train/Airport/airport_238.tif
train	Airport	0	airport_24.tif	Airport/airport_24.tif	AID_20/train/Airport/airport_24.tif
train	Airport	0	airport_241.tif	Airport/airport_241.tif	AID_20/train/Airport/airport_241.tif
train	Airport	0	airport_248.tif	Airport/airport_248.tif	AID_20/train/Airport/airport_248.tif
train	Airport	0	airport_25.tif	Airport/airport_25.tif	AID_20/train/Airport/airport_25.tif
train	Airport	0	airport_252.tif	Airport/airport_252.tif	AID_20/train/Airport/airport_252.tif
train	Airport	0	airport_253.tif	Airport/airport_253.tif	AID_20/train/Airport/airport_253.tif
train	Airport	0	airport_257.tif	Airport/airport_257.tif	AID_20/train/Airport/airport_257.tif
train	Airport	0	airport_259.tif	Airport/airport_259.tif	AID_20/train/Airport/airport_259.tif
train	Airport	0	airport_263.tif	Airport/airport_263.tif	AID_20/train/Airport/airport_263.tif
train	Airport	0	airport_268.tif	Airport/airport_268.tif	AID_20/train/Airport/airport_268.tif
train	Airport	0	airport_269.tif	Airport/airport_269.tif	AID_20/train/Airport/airport_269.tif
train	Airport	0	airport_270.tif	Airport/airport_270.tif	AID_20/train/Airport/airport_270.tif
train	Airport	0	airport_279.tif	Airport/airport_279.tif	AID_20/train/Airport/airport_279.tif
train	Airport	0	airport_28.tif	Airport/airport_28.tif	AID_20/train/Airport/airport_28.tif
train	Airport	0	airport_282.tif	Airport/airport_282.tif	AID_20/train/Airport/airport_282.tif
train	Airport	0	airport_290.tif	Airport/airport_290.tif	AID_20/train/Airport/airport_290.tif
train	Airport	0	airport_295.tif	Airport/airport_295.tif	AID_20/train/Airport/airport_295.tif
train	Airport	0	airport_296.tif	Airport/airport_296.tif	AID_20/train/Airport/airport_296.tif
train	Airport	0	airport_3.tif	Airport/airport_3.tif	AID_20/train/Airport/airport_3.tif
train	Airport	0	airport_301.tif	Airport/airport_301.tif	AID_20/train/Airport/airport_301.tif
train	Airport	0	airport_303.tif	Airport/airport_303.tif	AID_20/train/Airport/airport_303.tif
train	Airport	0	airport_306.tif	Airport/airport_306.tif	AID_20/train/Airport/airport_306.tif
train	Airport	0	airport_307.tif	Airport/airport_307.tif	AID_20/train/Airport/airport_307.tif
train	Airport	0	airport_309.tif	Airport/airport_309.tif	AID_20/train/Airport/airport_309.tif
train	Airport	0	airport_312.tif	Airport/airport_312.tif	AID_20/train/Airport/airport_312.tif
train	Airport	0	airport_313.tif	Airport/airport_313.tif	AID_20/train/Airport/airport_313.tif
train	Airport	0	airport_326.tif	Airport/airport_326.tif	AID_20/train/Airport/airport_326.tif
train	Airport	0	airport_327.tif	Airport/airport_327.tif	AID_20/train/Airport/airport_327.tif
train	Airport	0	airport_330.tif	Airport/airport_330.tif	AID_20/train/Airport/airport_330.tif
train	Airport	0	airport_336.tif	Airport/airport_336.tif	AID_20/train/Airport/airport_336.tif
train	Airport	0	airport_340.tif	Airport/airport_340.tif	AID_20/train/Airport/airport_340.tif
train	Airport	0	airport_352.tif	Airport/airport_352.tif	AID_20/train/Airport/airport_352.tif
train	Airport	0	airport_36.tif	Airport/airport_36.tif	AID_20/train/Airport/airport_36.tif
train	Airport	0	airport_360.tif	Airport/airport_360.tif	AID_20/train/Airport/airport_360.tif
train	Airport	0	airport_38.tif	Airport/airport_38.tif	AID_20/train/Airport/airport_38.tif
train	Airport	0	airport_4.tif	Airport/airport_4.tif	AID_20/train/Airport/airport_4.tif
train	Airport	0	airport_57.tif	Airport/airport_57.tif	AID_20/train/Airport/airport_57.tif
train	Airport	0	airport_63.tif	Airport/airport_63.tif	AID_20/train/Airport/airport_63.tif
train	Airport	0	airport_65.tif	Airport/airport_65.tif	AID_20/train/Airport/airport_65.tif
train	Airport	0	airport_70.tif	Airport/airport_70.tif	AID_20/train/Airport/airport_70.tif
train	Airport	0	airport_71.tif	Airport/airport_71.tif	AID_20/train/Airport/airport_71.tif
train	Airport	0	airport_9.tif	Airport/airport_9.tif	AID_20/train/Airport/airport_9.tif
train	Airport	0	airport_99.tif	Airport/airport_99.tif	AID_20/train/Airport/airport_99.tif
train	BareLand	1	bareland_100.tif	BareLand/bareland_100.tif	AID_20/train/BareLand/bareland_100.tif
train	BareLand	1	bareland_106.tif	BareLand/bareland_106.tif	AID_20/train/BareLand/bareland_106.tif
train	BareLand	1	bareland_108.tif	BareLand/bareland_108.tif	AID_20/train/BareLand/bareland_108.tif
train	BareLand	1	bareland_111.tif	BareLand/bareland_111.tif	AID_20/train/BareLand/bareland_111.tif
