subset	class_name	label	filename	class_relative_path	dataset_relative_path
train	airplane	0	airplane_003.tif	airplane/airplane_003.tif	NWPU45_10/train/airplane/airplane_003.tif
train	airplane	0	airplane_006.tif	airplane/airplane_006.tif	NWPU45_10/train/airplane/airplane_006.tif
train	airplane	0	airplane_009.tif	airplane/airplane_009.tif	NWPU45_10/train/airplane/airplane_009.tif
train	airplane	0	airplane_014.tif	airplane/airplane_014.tif	NWPU45_10/train/airplane/airplane_014.tif
train	airplane	0	airplane_015.tif	airplane/airplane_015.tif	NWPU45_10/train/airplane/airplane_015.tif
train	airplane	0	airplane_025.tif	airplane/airplane_025.tif	NWPU45_10/train/airplane/airplane_025.tif
train	airplane	0	airplane_029.tif	airplane/airplane_029.tif	NWPU45_10/train/airplane/airplane_029.tif
train	airplane	0	airplane_040.tif	airplane/airplane_040.tif	NWPU45_10/train/airplane/airplane_040.tif
train	airplane	0	airplane_064.tif	airplane/airplane_064.tif	NWPU45_10/train/airplane/airplane_064.tif
train	airplane	0	airplane_101.tif	airplane/airplane_101.tif	NWPU45_10/train/airplane/airplane_101.tif
train	airplane	0	airplane_102.tif	airplane/airplane_102.tif	NWPU45_10/train/airplane/airplane_102.tif
train	airplane	0	airplane_106.tif	airplane/airplane_106.tif	NWPU45_10/train/airplane/airplane_106.tif
train	airplane	0	airplane_116.tif	airplane/airplane_116.tif	NWPU45_10/train/airplane/airplane_116.tif
train	airplane	0	airplane_139.tif	airplane/airplane_139.tif	NWPU45_10/train/airplane/airplane_139.tif
train	airplane	0	airplane_150.tif	airplane/airplane_150.tif	NWPU45_10/train/airplane/airplane_150.tif
train	airplane	0	airplane_173.tif	airplane/airplane_173.tif	NWPU45_10/train/airplane/airplane_173.tif
train	airplane	0	airplane_175.tif	airplane/airplane_175.tif	NWPU45_10/train/airplane/airplane_175.tif
train	airplane	0	airplane_177.tif	airplane/airplane_177.tif	NWPU45_10/train/airplane/airplane_177.tif
train	airplane	0	airplane_178.tif	airplane/airplane_178.tif	NWPU45_10/train/airplane/airplane_178.tif
train	airplane	0	airplane_181.tif	airplane/airplane_181.tif	NWPU45_10/train/airplane/airplane_181.tif
train	airplane	0	airplane_186.tif	airplane/airplane_186.tif	NWPU45_10/train/airplane/airplane_186.tif
train	airplane	0	airplane_201.tif	airplane/airplane_201.tif	NWPU45_10/train/airplane/airplane_201.tif
train	airplane	0	airplane_228.tif	airplane/airplane_228.tif	NWPU45_10/train/airplane/airplane_228.tif
train	airplane	0	airplane_244.tif	airplane/airplane_244.tif	NWPU45_10/train/airplane/airplane_244.tif
train	airplane	0	airplane_256.tif	airplane/airplane_256.tif	NWPU45_10/train/airplane/airplane_256.tif
train	airplane	0	airplane_266.tif	airplane/airplane_266.tif	NWPU45_10/train/airplane/airplane_266.tif
train	airplane	0	airplane_273.tif	airplane/airplane_273.tif	NWPU45_10/train/airplane/airplane_273.tif
train	airplane	0	airplane_281.tif	airplane/airplane_281.tif	NWPU45_10/train/airplane/airplane_281.tif
train	airplane	0	airplane_311.tif	airplane/airplane_311.tif	NWPU45_10/train/airplane/airplane_311.tif
train	airplane	0	airplane_312.tif	airplane/airplane_312.tif	NWPU45_10/train/airplane/airplane_312.tif
train	airplane	0	airplane_313.tif	airplane/airplane_313.tif	NWPU45_10/train/airplane/airplane_313.tif
train	airplane	0	airplane_325.tif	airplane/airplane_325.tif	NWPU45_10/train/airplane/airplane_325.tif
train	airplane	0	airplane_329.tif	airplane/airplane_329.tif	NWPU45_10/train/airplane/airplane_329.tif
train	airplane	0	airplane_336.tif	airplane/airplane_336.tif	NWPU45_10/train/airplane/airplane_336.tif
train	airplane	0	airplane_348.tif	airplane/airplane_348.tif	NWPU45_10/train/airplane/airplane_348.tif
train	airplane	0	airplane_351.tif	airplane/airplane_351.tif	NWPU45_10/train/airplane/airplane_351.tif
train	airplane	0	airplane_360.tif	airplane/airplane_360.tif	NWPU45_10/train/airplane/airplane_360.tif
train	airplane	0	airplane_376.tif	airplane/airplane_376.tif	NWPU45_10/train/airplane/airplane_376.tif
train	airplane	0	airplane_379.tif	airplane/airplane_379.tif	NWPU45_10/train/airplane/airplane_379.tif
